fecha;registro
2012-12-31;7,3190
2013-01-01;9,3612
2013-01-02;13,7865
2013-01-03;12,2568
2013-01-04;12,6945
2013-01-05;8,6662
2013-01-06;6,5667
2013-01-07;7,1627
2013-01-08;7,9991
2013-01-09;5,3046
2013-01-10;8,5739
2013-01-11;10,6555
2013-01-12;7,4099
2013-01-13;7,9202
2013-01-14;8,3452
2013-01-15;14,6838
2013-01-16;12,6934
2013-01-17;9,3306
2013-01-18;13,9675
2013-01-19;10,2379
2013-01-20;6,5942
2013-01-21;8,8774
2013-01-22;15,5426
2013-01-23;8,5945
2013-01-24;5,6490
2013-01-25;6,7926
2013-01-26;10,5795
2013-01-27;12,3380
2013-01-28;8,1686
2013-01-29;9,9977
2013-01-30;10,9613
2013-01-31;14,8328
2013-02-01;11,4018
2013-02-02;7,3595
2013-02-03;11,7994
2013-02-04;10,2449
2013-02-05;10,3794
2013-02-06;13,7117
2013-02-07;13,9823
2013-02-08;12,4646
2013-02-09;11,1460
2013-02-10;7,6440
2013-02-11;8,3953
2013-02-12;9,7714
2013-02-13;8,1398
2013-02-14;9,1143
2013-02-15;7,2324
2013-02-16;8,1733
2013-02-17;11,6312
2013-02-18;11,6312
2013-02-19;12,4254
2013-02-20;16,0300
2013-02-21;8,8208
2013-02-22;8,1964
2013-02-23;5,7011
2013-02-24;3,5159
2013-02-25;5,9482
2013-02-26;9,6712
2013-02-27;6,2459
2013-02-28;4,9493
2013-03-01;9,4020
2013-03-02;10,3810
2013-03-03;20,8330
2013-03-04;14,5225
2013-03-05;16,7913
2013-03-06;3,5400
2013-03-07;6,6231
2013-03-08;10,4100
2013-03-09;8,4384
2013-03-10;5,2330
2013-03-11;7,2610
2013-03-12;11,6288
2013-03-13;10,6073
2013-03-14;17,0188
2013-03-15;31,5845
2013-03-16;44,1530
2013-03-17;26,3921
2013-03-18;17,7977
2013-03-19;30,5741
2013-03-20;8,6051
2013-03-21;6,5943
2013-03-22;8,4670
2013-03-23;16,2333
2013-03-24;17,1984
2013-03-25;8,5547
2013-03-26;17,3625
2013-03-27;22,2841
2013-03-28;24,3054
2013-03-29;17,6620
2013-03-30;9,1574
2013-03-31;16,3560
2013-04-01;12,2029
2013-04-02;18,3564
2013-04-03;21,8436
2013-04-04;35,6925
2013-04-05;16,6162
2013-04-06;7,3301
2013-04-07;7,0290
2013-04-08;24,3589
2013-04-09;34,9754
2013-04-10;19,9524
2013-04-11;6,1900
2013-04-12;11,9703
2013-04-13;19,5305
