momento,MediaCli_Valor,MediaAri_Valor,NumDatos_Valor,Ts00_Valor,Ts12_Valor,Maxima_Valor,FechaMax_Valor,Minima_Valor,FechaMin_Valor,FechaPro_Valor;;;;;;;;;
01-01-2017 12:00;19.3;19.3;24.0;23.5;15.0;28.6;2017.0;11.0;2017.0
02-01-2017 12:00;19.3;19.3;24.0;20.7;14.5;28.6;2017.0;9.8;2017.0
03-01-2017 12:00;17.6;17.6;24.0;19.0;15.4;25.4;2017.0;7.6;2017.0
04-01-2017 12:00;17.0;17.0;24.0;19.6;13.9;24.0;2017.0;8.9;2017.0
05-01-2017 12:00;19.0;19.0;24.0;25.3;14.0;30.6;2017.0;9.5;2017.0
06-01-2017 12:00;20.9;20.9;24.0;23.6;14.5;32.1;2017.0;10.6;2017.0
07-01-2017 12:00;20.5;20.5;24.0;22.9;16.0;30.2;2017.0;10.0;2017.0
08-01-2017 12:00;19.8;19.8;24.0;20.2;18.2;29.4;2017.0;11.9;2017.0
09-01-2017 12:00;19.5;19.5;24.0;21.1;15.9;25.4;2017.0;14.7;2017.0
10-01-2017 12:00;18.3;18.3;24.0;22.0;13.0;26.7;2017.0;10.2;2017.0
11-01-2017 12:00;19.6;19.6;24.0;26.8;13.0;31.3;2017.0;8.9;2017.0
12-01-2017 12:00;23.9;23.9;24.0;23.8;19.3;33.5;2017.0;14.5;2017.0
13-01-2017 12:00;22.9;22.4;23.0;26.3;16.7;31.7;2017.0;14.1;2017.0
14-01-2017 12:00;20.7;20.7;24.0;22.7;15.4;29.4;2017.0;11.6;2017.0
15-01-2017 12:00;20.4;20.4;24.0;26.4;14.3;31.6;2017.0;10.8;2017.0
16-01-2017 12:00;21.7;21.7;24.0;26.2;15.7;32.0;2017.0;12.7;2017.0
17-01-2017 12:00;23.1;23.1;24.0;25.6;18.8;30.6;2017.0;15.4;2017.0
18-01-2017 12:00;21.4;21.4;24.0;28.4;13.8;33.1;2017.0;10.3;2017.0
19-01-2017 12:00;23.7;23.7;24.0;28.7;16.3;34.7;2017.0;12.7;2017.0
20-01-2017 12:00;25.1;25.1;24.0;29.2;18.7;35.0;2017.0;15.9;2017.0
21-01-2017 12:00;24.3;24.3;24.0;26.6;17.9;33.7;2017.0;14.8;2017.0
22-01-2017 12:00;23.1;23.1;24.0;28.5;16.7;33.5;2017.0;13.5;2017.0
23-01-2017 12:00;23.5;23.5;24.0;26.7;16.8;33.2;2017.0;12.1;2017.0
24-01-2017 12:00;23.4;23.4;24.0;26.6;18.8;31.7;2017.0;14.9;2017.0
25-01-2017 12:00;25.5;25.5;24.0;31.9;19.4;36.4;2017.0;16.6;2017.0
26-01-2017 12:00;29.4;29.4;24.0;35.1;21.1;41.5;2017.0;18.8;2017.0
