momento,MediaCli_Valor,MediaAri_Valor,NumDatos_Valor,Ts00_Valor,Ts12_Valor,Maxima_Valor,FechaMax_Valor,Minima_Valor,FechaMin_Valor,FechaPro_Valor;;;;;;;;;
01-01-2018 12:00;18.8;18.8;24.0;21.0;13.7;28.0;2018.0;9.7;2018.0
02-01-2018 12:00;19.2;19.2;24.0;23.2;14.0;27.4;2018.0;11.9;2018.0
03-01-2018 12:00;19.7;19.7;24.0;19.8;17.3;27.5;2018.0;11.9;2018.0
04-01-2018 12:00;18.4;18.4;24.0;18.5;17.8;21.7;2018.0;17.0;2018.0
05-01-2018 12:00;16.6;16.6;24.0;20.0;14.4;24.6;2018.0;8.7;2018.0
06-01-2018 12:00;19.8;19.8;24.0;24.8;14.3;30.9;2018.0;10.1;2018.0
07-01-2018 12:00;24.0;24.0;24.0;29.9;18.2;35.2;2018.0;15.1;2018.0
08-01-2018 12:00;22.3;22.3;24.0;22.3;18.1;28.7;2018.0;15.3;2018.0
09-01-2018 12:00;21.1;21.1;24.0;26.2;16.0;31.3;2018.0;13.1;2018.0
10-01-2018 12:00;23.2;23.2;24.0;26.4;18.5;32.5;2018.0;14.9;2018.0
11-01-2018 12:00;22.9;22.9;24.0;26.0;17.5;34.2;2018.0;12.2;2018.0
12-01-2018 12:00;21.8;21.8;24.0;25.9;16.9;31.4;2018.0;13.3;2018.0
13-01-2018 12:00;19.9;19.9;24.0;25.1;13.2;28.9;2018.0;11.6;2018.0
14-01-2018 12:00;20.4;20.4;24.0;20.9;15.0;30.5;2018.0;11.0;2018.0
15-01-2018 12:00;19.2;17.9;23.0;19.5;16.0;23.6;2018.0;14.9;2018.0
16-01-2018 12:00;18.3;18.3;24.0;23.3;12.8;28.3;2018.0;9.7;2018.0
17-01-2018 12:00;19.9;19.9;24.0;24.7;13.8;28.7;2018.0;10.7;2018.0
18-01-2018 12:00;21.9;21.9;24.0;26.8;16.0;32.5;2018.0;12.7;2018.0
19-01-2018 12:00;24.1;24.1;24.0;25.6;18.0;34.7;2018.0;16.0;2018.0
20-01-2018 12:00;20.7;20.7;24.0;21.4;17.1;28.8;2018.0;13.5;2018.0
21-01-2018 12:00;19.9;19.9;24.0;20.9;18.1;25.7;2018.0;14.9;2018.0
22-01-2018 12:00;19.6;19.6;24.0;23.7;15.1;27.9;2018.0;13.6;2018.0
23-01-2018 12:00;20.2;20.2;24.0;24.5;14.8;29.8;2018.0;12.8;2018.0
24-01-2018 12:00;21.2;21.2;24.0;24.7;14.5;31.8;2018.0;11.5;2018.0
25-01-2018 12:00;19.8;19.8;24.0;20.9;15.2;30.7;2018.0;9.7;2018.0
26-01-2018 12:00;16.3;16.3;24.0;21.9;11.1;27.0;2018.0;7.2;2018.0
27-01-2018 12:00;19.8;19.8;24.0;24.2;13.9;29.9;2018.0;10.1;2018.0
28-01-2018 12:00;20.9;20.9;24.0;26.0;14.1;31.9;2018.0;10.9;2018.0
29-01-2018 12:00;20.6;20.6;24.0;22.2;14.6;30.6;2018.0;11.1;2018.0
30-01-2018 12:00;20.1;20.1;24.0;23.9;15.5;29.7;2018.0;11.6;2018.0
31-01-2018 12:00;20.6;20.6;24.0;28.0;13.3;33.3;2018.0;10.1;2018.0
01-02-2018 12:00;23.5;23.5;24.0;30.7;15.7;35.3;2018.0;12.3;2018.0
02-02-2018 12:00;22.1;22.1;24.0;21.3;18.1;30.9;2018.0;13.3;2018.0
03-02-2018 12:00;20.6;20.6;24.0;24.1;15.8;32.4;2018.0;11.6;2018.0
04-02-2018 12:00;21.9;21.9;24.0;29.5;15.9;34.2;2018.0;12.0;2018.0
05-02-2018 12:00;22.9;22.9;24.0;23.9;18.5;30.8;2018.0;12.7;2018.0
06-02-2018 12:00;19.2;19.2;24.0;23.6;14.0;28.3;2018.0;13.1;2018.0
07-02-2018 12:00;20.4;20.4;24.0;25.1;14.0;30.3;2018.0;11.3;2018.0
08-02-2018 12:00;20.7;20.7;24.0;22.6;15.5;29.1;2018.0;12.7;2018.0
