CodigoNacional;momento,MediaCli_Valor,MediaAri_Valor,NumDatos_Valor,Ts00_Valor,Ts12_Valor,Maxima_Valor,FechaMax_Valor,Minima_Valor,FechaMin_Valor,FechaPro_Valor
360011;01-01-2021 12:00:00;22.4;22.4;24.0;29.5;16.2;33.0;2021.0;12.4;2021.0;
360011;02-01-2021 12:00:00;22.1;22.1;24.0;22.9;16.2;30.6;2021.0;14.9;2021.0;
360011;03-01-2021 12:00:00;21.8;21.8;24.0;27.1;15.9;31.5;2021.0;13.1;2021.0;
360011;04-01-2021 12:00:00;20.9;20.9;24.0;26.5;14.1;30.1;2021.0;11.8;2021.0;
360011;05-01-2021 12:00:00;21.7;21.7;24.0;24.3;15.9;32.8;2021.0;13.1;2021.0;
360011;06-01-2021 12:00:00;21.6;21.6;24.0;25.1;16.2;32.8;2021.0;13.2;2021.0;
360011;07-01-2021 12:00:00;21.7;21.7;24.0;25.7;17.0;30.3;2021.0;13.4;2021.0;
360011;08-01-2021 12:00:00;20.4;20.4;24.0;22.6;13.7;30.1;2021.0;11.4;2021.0;
360011;09-01-2021 12:00:00;16.8;16.8;24.0;18.6;12.2;26.4;2021.0;5.8;2021.0;
360011;10-01-2021 12:00:00;16.1;16.1;24.0;18.8;13.8;26.1;2021.0;6.0;2021.0;
360011;11-01-2021 12:00:00;17.1;17.1;24.0;19.1;14.3;22.8;2021.0;12.4;2021.0;
360011;12-01-2021 12:00:00;17.2;17.2;24.0;24.9;10.9;27.9;2021.0;7.8;2021.0;
360011;13-01-2021 12:00:00;19.7;19.7;24.0;23.5;12.5;31.3;2021.0;9.1;2021.0;
360011;14-01-2021 12:00:00;18.4;18.4;24.0;22.0;12.8;28.7;2021.0;8.4;2021.0;
360011;15-01-2021 12:00:00;18.1;18.1;24.0;22.1;16.5;27.4;2021.0;8.6;2021.0;
360011;16-01-2021 12:00:00;19.2;19.2;24.0;24.4;13.7;28.4;2021.0;10.9;2021.0;
360011;17-01-2021 12:00:00;21.1;21.1;24.0;27.4;14.8;31.3;2021.0;11.8;2021.0;
360011;18-01-2021 12:00:00;23.2;23.2;24.0;31.2;16.5;34.2;2021.0;14.1;2021.0;
360011;19-01-2021 12:00:00;25.2;25.2;24.0;24.7;18.7;35.7;2021.0;16.5;2021.0;
360011;20-01-2021 12:00:00;22.2;22.2;24.0;24.7;17.7;34.0;2021.0;13.4;2021.0;
360011;21-01-2021 12:00:00;23.2;23.2;24.0;27.0;17.4;35.9;2021.0;13.1;2021.0;
360011;22-01-2021 12:00:00;24.4;24.4;24.0;29.1;19.4;35.1;2021.0;16.6;2021.0;
360011;23-01-2021 12:00:00;24.7;24.7;24.0;24.9;18.8;35.0;2021.0;16.6;2021.0;
360011;24-01-2021 12:00:00;22.4;22.4;24.0;26.2;17.7;34.1;2021.0;12.8;2021.0;
360011;25-01-2021 12:00:00;21.4;21.4;24.0;26.0;14.0;31.0;2021.0;12.3;2021.0;
360011;26-01-2021 12:00:00;20.7;20.7;24.0;25.3;14.3;29.0;2021.0;12.3;2021.0;
360011;27-01-2021 12:00:00;19.4;19.4;24.0;21.3;13.1;27.7;2021.0;11.0;2021.0;
360011;28-01-2021 12:00:00;18.1;18.1;24.0;19.2;13.9;24.9;2021.0;11.9;2021.0;
360011;29-01-2021 12:00:00;16.6;16.8;22.0;16.8;15.7;17.8;2021.0;15.5;2021.0;
360011;30-01-2021 12:00:00;20.0;18.7;19.0;21.4;16.6;24.1;2021.0;15.8;2021.0;
360011;31-01-2021 12:00:00;18.7;17.8;21.0;18.1;15.4;24.2;2021.0;13.2;2021.0;
360011;01-02-2021 12:00:00;18.8;17.9;21.0;18.6;12.1;26.2;2021.0;11.4;2021.0;
360011;02-02-2021 12:00:00;19.3;19.3;24.0;24.3;14.1;29.8;2021.0;11.1;2021.0;
360011;03-02-2021 12:00:00;22.1;22.1;24.0;28.5;16.3;34.2;2021.0;12.0;2021.0;
360011;04-02-2021 12:00:00;24.3;24.3;24.0;24.4;18.1;36.3;2021.0;12.6;2021.0;
360011;05-02-2021 12:00:00;18.5;18.5;24.0;23.4;14.4;27.1;2021.0;12.6;2021.0;
360011;06-02-2021 12:00:00;16.3;16.3;24.0;18.4;14.1;19.4;2021.0;13.6;2021.0;
360011;07-02-2021 12:00:00;18.2;18.2;24.0;19.6;15.2;24.0;2021.0;14.9;2021.0;
360011;08-02-2021 12:00:00;18.3;17.7;23.0;20.4;14.0;26.0;2021.0;10.7;2021.0;
360011;09-02-2021 12:00:00;23.2;21.8;22.0;26.5;14.0;34.4;2021.0;12.0;2021.0;
360011;10-02-2021 12:00:00;23.4;23.4;24.0;24.4;18.2;34.2;2021.0;14.5;2021.0;
360011;11-02-2021 12:00:00;17.9;17.9;24.0;21.0;15.4;23.7;2021.0;14.3;2021.0;
