fecha;pm2.5;pm10;humedad;puntoRocio;temperatura;dir_viento;viento;precipitacion;AQI;calidad_aire;year;estacion;mes;mes_sin;mes_cos;dia;dia_sin;dia_cos;dir_viento_sin;dir_viento_cos
2013-01-01;0,0443;0,1004;0,2366;0,6306;0,8301;0,4888;0,1680;0,0000;0,0668;Bueno;0,0000;0,0000;0,0000;0,7500;0,9330;0,0000;0,6008;0,9897;0,5469;0,0022
2013-01-02;0,0678;0,1571;0,2153;0,7204;0,8548;0,7212;0,1680;0,0000;0,0972;Moderado;0,0000;0,0000;0,0000;0,7500;0,9330;0,0333;0,6974;0,9594;0,0145;0,3806
2013-01-03;0,0597;0,1212;0,4858;0,7776;0,7089;0,5984;0,1195;0,0000;0,0911;Moderado;0,0000;0,0000;0,0000;0,7500;0,9330;0,0667;0,7860;0,9102;0,2271;0,0811
2013-01-04;0,0620;0,1418;0,5667;0,7837;0,6561;0,4318;0,1195;0,0000;0,0931;Moderado;0,0000;0,0000;0,0000;0,7500;0,9330;0,1000;0,8629;0,8441;0,7143;0,0483
2013-01-05;0,0407;0,1061;0,3569;0,7302;0,7754;0,6620;0,1755;0,0000;0,0607;Bueno;0,0000;0,0000;0,0000;0,7500;0,9330;0,1333;0,9249;0,7639;0,0884;0,2161
2013-01-06;0,0295;0,0492;0,3058;0,6960;0,7720;0,6993;0,1941;0,0092;0,0425;Bueno;0,0000;0,0000;0,0000;0,7500;0,9330;0,1667;0,9695;0,6728;0,0349;0,3167
2013-01-07;0,0327;0,0518;0,5081;0,7437;0,6889;0,6028;0,2352;0,0000;0,0486;Bueno;0,0000;0,0000;0,0000;0,7500;0,9330;0,2000;0,9949;0,5746;0,2159;0,0886
2013-01-08;0,0371;0,1221;0,2569;0,6276;0,7742;0,5436;0,4928;0,0000;0,0547;Bueno;0,0000;0,0000;0,0000;0,7500;0,9330;0,2333;1,0000;0,4733;0,3803;0,0145
2013-01-09;0,0228;0,1495;0,2015;0,6963;0,8775;0,5546;0,4853;0,0000;0,0506;Bueno;0,0000;0,0000;0,0000;0,7500;0,9330;0,2667;0,9847;0,3731;0,3480;0,0237
2013-01-10;0,0402;0,1392;0,2931;0,8806;0,9312;0,3770;0,2389;0,0000;0,0587;Bueno;0,0000;0,0000;0,0000;0,7500;0,9330;0,3000;0,9495;0,2780;0,8512;0,1442
2013-01-11;0,0512;0,1631;0,3910;0,8867;0,8661;0,5590;0,3248;0,0000;0,0769;Bueno;0,0000;0,0000;0,0000;0,7500;0,9330;0,3333;0,8959;0,1919;0,3353;0,0279
2013-01-12;0,0340;0,1229;0,4293;0,9565;0,8780;0,6686;0,2277;0,0000;0,0506;Bueno;0,0000;0,0000;0,0000;0,7500;0,9330;0,3667;0,8261;0,1184;0,0773;0,2329
2013-01-13;0,0367;0,1027;0,5582;0,9463;0,7882;0,4932;0,2203;0,0000;0,0547;Bueno;0,0000;0,0000;0,0000;0,7500;0,9330;0,4000;0,7430;0,0604;0,5335;0,0011
2013-01-14;0,0390;0,1251;0,5401;0,9375;0,7860;0,7869;0,1979;0,0000;0,0587;Bueno;0,0000;0,0000;0,0000;0,7500;0,9330;0,4333;0,6499;0,0204;0,0064;0,5806
2013-01-15;0,0726;0,2038;0,5379;0,9372;0,7924;0,2893;0,2053;0,0000;0,1012;Moderado;0,0000;0,0000;0,0000;0,7500;0,9330;0,4667;0,5506;0,0000;0,9838;0,3741
2013-01-16;0,0620;0,1649;0,4123;0,8728;0,8486;0,6006;0,1381;0,0000;0,0931;Moderado;0,0000;0,0000;0,0000;0,7500;0,9330;0,5000;0,4494;0,0000;0,2215;0,0848
2013-01-17;0,0442;0,1641;0,3676;0,8796;0,8669;0,6138;0,1867;0,0000;0,0668;Bueno;0,0000;0,0000;0,0000;0,7500;0,9330;0,5333;0,3501;0,0204;0,1890;0,1086
2013-01-18;0,0688;0,2019;0,3655;0,8643;0,8541;0,7014;0,1456;0,0000;0,0992;Moderado;0,0000;0,0000;0,0000;0,7500;0,9330;0,5667;0,2570;0,0604;0,0324;0,3229
2013-01-19;0,0490;0,1460;0,3537;0,9111;0,8972;0,6499;0,1717;0,0000;0,0729;Bueno;0,0000;0,0000;0,0000;0,7500;0,9330;0,6000;0,1739;0,1184;0,1105;0,1865
2013-01-20;0,0297;0,0716;0,4719;0,8931;0,8112;0,6993;0,1680;0,0000;0,0425;Bueno;0,0000;0,0000;0,0000;0,7500;0,9330;0,6333;0,1041;0,1919;0,0349;0,3167
2013-01-21;0,0418;0,0967;0,6007;0,8836;0,7234;0,6949;0,1157;0,0000;0,0628;Bueno;0,0000;0,0000;0,0000;0,7500;0,9330;0,6667;0,0505;0,2780;0,0399;0,3042
2013-01-22;0,0771;0,1699;0,5145;0,9199;0,8062;0,7256;0,1680;0,0000;0,1053;Moderado;0,0000;0,0000;0,0000;0,7500;0,9330;0,7000;0,0153;0,3731;0,0114;0,3937
2013-01-23;0,0403;0,1634;0,2068;0,6655;0,9145;0,5173;0,3024;0,0000;0,0587;Bueno;0,0000;0,0000;0,0000;0,7500;0,9330;0,7333;0,0000;0,4733;0,4597;0,0016
2013-01-24;0,0247;0,1154;0,2388;0,7116;0,8504;0,5283;0,2763;0,0000;0,0405;Bueno;0,0000;0,0000;0,0000;0,7500;0,9330;0,7667;0,0051;0,5746;0,4264;0,0054
2013-01-25;0,0307;0,1275;0,2813;0,6994;0,8107;0,6664;0,1792;0,0000;0,0445;Bueno;0,0000;0,0000;0,0000;0,7500;0,9330;0,8000;0,0305;0,6728;0,0810;0,2273
2013-01-26;0,0508;0,1713;0,2324;0,6902;0,8489;0,6401;0,1755;0,0000;0,0769;Bueno;0,0000;0,0000;0,0000;0,7500;0,9330;0,8333;0,0751;0,7639;0,1302;0,1636
2013-01-27;0,0601;0,1514;0,2292;0,6987;0,8521;0,5984;0,1419;0,0000;0,0911;Moderado;0,0000;0,0000;0,0000;0,7500;0,9330;0,8667;0,1371;0,8441;0,2271;0,0811
2013-01-28;0,0380;0,0955;0,4080;0,7055;0,6970;0,7343;0,2949;0,0000;0,0567;Bueno;0,0000;0,0000;0,0000;0,7500;0,9330;0,9000;0,2140;0,9102;0,0064;0,4201
2013-01-29;0,0477;0,1401;0,2792;0,6760;0,8168;0,5699;0,1904;0,0000;0,0709;Bueno;0,0000;0,0000;0,0000;0,7500;0,9330;0,9333;0,3026;0,9594;0,3040;0,0400
2013-01-30;0,0528;0,1655;0,2675;0,7397;0,8748;0,6466;0,1867;0,0000;0,0789;Bueno;0,0000;0,0000;0,0000;0,7500;0,9330;0,9667;0,3992;0,9897;0,1169;0,1787
2013-01-31;0,0734;0,2047;0,2899;0,7495;0,8518;0,5085;0,1531;0,0000;0,1032;Moderado;0,0000;0,0000;0,0000;0,7500;0,9330;1,0000;0,5000;1,0000;0,4865;0,0002
2013-02-01;0,0552;0,1455;0,2643;0,6824;0,8072;0,5809;0,1867;0,0000;0,0850;Bueno;0,0000;0,0000;0,0909;0,9330;0,7500;0,0000;0,6008;0,9897;0,2736;0,0542
2013-02-02;0,0337;0,0962;0,2345;0,7139;0,8548;0,5612;0,2763;0,0000;0,0486;Bueno;0,0000;0,0000;0,0909;0,9330;0,7500;0,0333;0,6974;0,9594;0,3289;0,0302
2013-02-03;0,0573;0,1317;0,2004;0,7315;0,9283;0,5633;0,2128;0,0000;0,0870;Bueno;0,0000;0,0000;0,0909;0,9330;0,7500;0,0667;0,7860;0,9102;0,3227;0,0325
2013-02-04;0,0490;0,1712;0,2238;0,7827;0,9329;0,4932;0,2128;0,0000;0,0729;Bueno;0,0000;0,0000;0,0909;0,9330;0,7500;0,1000;0,8629;0,8441;0,5335;0,0011
2013-02-05;0,0497;0,1474;0,3154;0,8572;0,9056;0,5765;0,1643;0,0000;0,0749;Bueno;0,0000;0,0000;0,0909;0,9330;0,7500;0,1333;0,9249;0,7639;0,2856;0,0483
2013-02-06;0,0674;0,1789;0,3942;0,8867;0,8518;0,5085;0,3099;0,0000;0,0972;Moderado;0,0000;0,0000;0,0909;0,9330;0,7500;0,1667;0,9695;0,6728;0,4865;0,0002
2013-02-07;0,0689;0,1780;0,3782;0,9121;0,8915;0,4691;0,1381;0,0000;0,0992;Moderado;0,0000;0,0000;0,0909;0,9330;0,7500;0,2000;0,9949;0,5746;0,6066;0,0115
2013-02-08;0,0608;0,1699;0,3772;0,8972;0,8725;0,4011;0,1493;0,0000;0,0931;Moderado;0,0000;0,0000;0,0909;0,9330;0,7500;0,2333;1,0000;0,4733;0,7950;0,0964
2013-02-09;0,0538;0,1969;0,5677;0,8965;0,7453;0,5370;0,4480;0,0000;0,0810;Bueno;0,0000;0,0000;0,0909;0,9330;0,7500;0,2667;0,9847;0,3731;0,3999;0,0101
2013-02-10;0,0352;0,0484;0,5720;0,8684;0,7335;0,7234;0,2688;0,0069;0,0526;Bueno;0,0000;0,0000;0,0909;0,9330;0,7500;0,3000;0,9495;0,2780;0,0129;0,3871
2013-02-11;0,0392;0,0759;0,5134;0,7827;0,6953;0,5677;0,1755;0,0103;0,0587;Bueno;0,0000;0,0000;0,0909;0,9330;0,7500;0,3333;0,8959;0,1919;0,3102;0,0374
2013-02-12;0,0465;0,0783;0,4187;0,7260;0,7120;0,5551;0,1827;0,0000;0,0688;Bueno;0,0000;0,0000;0,0909;0,9330;0,7500;0,3667;0,8261;0,1184;0,3466;0,0241
2013-02-13;0,0379;0,0976;0,2632;0,5954;0,7360;0,5502;0,2651;0,0000;0,0567;Bueno;0,0000;0,0000;0,0909;0,9330;0,7500;0,4000;0,7430;0,0604;0,3609;0,0198
2013-02-14;0,0430;0,1191;0,2931;0,7461;0,8223;0,5633;0,1605;0,0000;0,0648;Bueno;0,0000;0,0000;0,0909;0,9330;0,7500;0,4333;0,6499;0,0204;0,3227;0,0325
2013-02-15;0,0331;0,0793;0,4219;0,8437;0,8126;0,5897;0,2277;0,0470;0,0486;Bueno;0,0000;0,0000;0,0909;0,9330;0,7500;0,4667;0,5506;0,0000;0,2500;0,0670
2013-02-16;0,0380;0,0360;0,5422;0,7563;0,6743;0,7738;0,2613;0,1193;0,0567;Bueno;0,0000;0,0000;0,0909;0,9330;0,7500;0,5000;0,4494;0,0000;0,0016;0,5406
2013-02-17;0,0564;0,0296;0,2111;0,4013;0,6270;0,5392;0,5264;0,0000;0,0850;Bueno;0,0000;0,0000;0,0909;0,9330;0,7500;0,5333;0,3501;0,0204;0,3934;0,0115
2013-02-18;0,0564;0,0581;0,2377;0,4765;0,6699;0,5502;0,2053;0,0000;0,0850;Bueno;0,0000;0,0000;0,0909;0,9330;0,7500;0,5667;0,2570;0,0604;0,3609;0,0198
2013-02-19;0,0606;0,0836;0,2899;0,5889;0,7291;0,5918;0,2427;0,0000;0,0931;Moderado;0,0000;0,0000;0,0909;0,9330;0,7500;0,6000;0,1739;0,1184;0,2442;0,0704
2013-02-20;0,0797;0,1330;0,3665;0,7129;0,7577;0,5370;0,1493;0,0000;0,1073;Moderado;0,0000;0,0000;0,0909;0,9330;0,7500;0,6333;0,1041;0,1919;0,3999;0,0101
2013-02-21;0,0415;0,1450;0,3314;0,6811;0,7836;0,5787;0,2987;0,0000;0,0628;Bueno;0,0000;0,0000;0,0909;0,9330;0,7500;0,6667;0,0505;0,2780;0,2796;0,0512
2013-02-22;0,0382;0,1267;0,2313;0,6472;0,8208;0,6291;0,2128;0,0000;0,0567;Bueno;0,0000;0,0000;0,0909;0,9330;0,7500;0,7000;0,0153;0,3731;0,1536;0,1395
2013-02-23;0,0249;0,0505;0,3505;0,6519;0,7180;0,5085;0,1419;0,0000;0,0364;Bueno;0,0000;0,0000;0,0909;0,9330;0,7500;0,7333;0,0000;0,4733;0,4865;0,0002
2013-02-24;0,0133;0,0779;0,3005;0,6401;0,7389;0,5436;0,4965;0,0000;0,0263;Bueno;0,0000;0,0000;0,0909;0,9330;0,7500;0,7667;0,0051;0,5746;0,3803;0,0145
2013-02-25;0,0262;0,0915;0,2835;0,6641;0,7934;0,5436;0,2875;0,0000;0,0385;Bueno;0,0000;0,0000;0,0909;0,9330;0,7500;0,8000;0,0305;0,6728;0,3803;0,0145
2013-02-26;0,0460;0,1255;0,3005;0,7573;0,8390;0,5831;0,1419;0,0000;0,0688;Bueno;0,0000;0,0000;0,0909;0,9330;0,7500;0,8333;0,0751;0,7639;0,2676;0,0573
2013-02-27;0,0278;0,1139;0,2707;0,5913;0,7407;0,5918;0,2203;0,0000;0,0405;Bueno;0,0000;0,0000;0,0909;0,9330;0,7500;0,8667;0,1371;0,8441;0,2442;0,0704
2013-02-28;0,0209;0,0910;0,3037;0,5713;0,6857;0,5809;0,2389;0,0000;0,0304;Bueno;0,0000;0,0000;0,0909;0,9330;0,7500;0,9000;0,2140;0,9102;0,2736;0,0542
2013-03-01;0,0446;0,1399;0,4634;0,5784;0,5679;0,5279;0,1388;0,0000;0,0668;Bueno;0,0000;0,0000;0,1818;1,0000;0,5000;0,0000;0,6008;0,9897;0,4275;0,0053
2013-03-02;0,0498;0,1264;0,3069;0,6259;0,7355;0,5422;0,4178;0,0000;0,0749;Bueno;0,0000;0,0000;0,1818;1,0000;0,5000;0,0333;0,6974;0,9594;0,3847;0,0135
2013-03-03;0,1052;0,1867;0,3090;0,6926;0,8072;0,3807;0,0619;0,0000;0,1275;Moderado;0,0000;0,0000;0,1818;1,0000;0,5000;0,0667;0,7860;0,9102;0,8431;0,1364
2013-03-04;0,0717;0,1977;0,2590;0,6570;0,8146;0,5802;0,1671;0,0000;0,1012;Moderado;0,0000;0,0000;0,1818;1,0000;0,5000;0,1000;0,8629;0,8441;0,2756;0,0532
2013-03-05;0,0838;0,1847;0,3846;0,6357;0,6694;0,6300;0,2722;0,0206;0,1113;Moderado;0,0000;0,0000;0,1818;1,0000;0,5000;0,1333;0,9249;0,7639;0,1516;0,1414
2013-03-06;0,0135;0,0606;0,3601;0,4802;0,5965;0,4638;0,2358;0,0000;0,0202;Bueno;0,0000;0,0000;0,1818;1,0000;0,5000;0,1667;0,9695;0,6728;0,6223;0,0152
2013-03-07;0,0298;0,0965;0,2302;0,3525;0,6147;0,4638;0,1307;0,0000;0,0445;Bueno;0,0000;0,0000;0,1818;1,0000;0,5000;0,2000;0,9949;0,5746;0,6223;0,0152
2013-03-08;0,0499;0,1879;0,2835;0,4528;0,6191;0,2121;0,0498;0,0000;0,0749;Bueno;0,0000;0,0000;0,1818;1,0000;0,5000;0,2333;1,0000;0,4733;0,9881;0,6087
2013-03-09;0,0395;0,1082;0,3686;0,6584;0,7005;0,5517;0,2520;0,0000;0,0587;Bueno;0,0000;0,0000;0,1818;1,0000;0,5000;0,2667;0,9847;0,3731;0,3566;0,0210
2013-03-10;0,0225;0,0705;0,3154;0,6445;0,7483;0,5683;0,3127;0,0000;0,0324;Bueno;0,0000;0,0000;0,1818;1,0000;0,5000;0,3000;0,9495;0,2780;0,3086;0,0381
2013-03-11;0,0332;0,1326;0,3463;0,6208;0,7037;0,5422;0,4057;0,0000;0,0486;Bueno;0,0000;0,0000;0,1818;1,0000;0,5000;0,3333;0,8959;0,1919;0,3847;0,0135
2013-03-12;0,0564;0,1608;0,2547;0,4555;0,6524;0,5517;0,3167;0,0000;0,0850;Bueno;0,0000;0,0000;0,1818;1,0000;0,5000;0,3667;0,8261;0,1184;0,3566;0,0210
2013-03-13;0,0510;0,1660;0,2398;0,4192;0,6371;0,5920;0,1832;0,0000;0,0769;Bueno;0,0000;0,0000;0,1818;1,0000;0,5000;0,4000;0,7430;0,0604;0,2437;0,0707
2013-03-14;0,0850;0,2891;0,1376;0,3162;0,6650;0,6466;0,1590;0,0000;0,1113;Moderado;0,0000;0,0000;0,1818;1,0000;0,5000;0,4333;0,6499;0,0204;0,1169;0,1787
2013-03-15;0,1622;0,3978;0,1238;0,3335;0,7148;0,5778;0,1792;0,0000;0,1741;Moderado;0,0000;0,0000;0,1818;1,0000;0,5000;0,4667;0,5506;0,0000;0,2821;0,0500
2013-03-16;0,2289;0,4787;0,2175;0,4788;0,6884;0,4258;0,1024;0,0000;0,2348;Insalubre para grupos sensibles;0,0000;0,0000;0,1818;1,0000;0,5000;0,5000;0,4494;0,0000;0,7309;0,0565
2013-03-17;0,1347;0,2537;0,2430;0,5087;0,7002;0,5873;0,1468;0,0000;0,1518;Moderado;0,0000;0,0000;0,1818;1,0000;0,5000;0,5333;0,3501;0,0204;0,2563;0,0634
2013-03-18;0,0891;0,2541;0,3324;0,6248;0,7098;0,5422;0,1954;0,0000;0,1154;Moderado;0,0000;0,0000;0,1818;1,0000;0,5000;0,5667;0,2570;0,0604;0,3847;0,0135
2013-03-19;0,1569;0,3279;0,3953;0,6306;0,6758;0,6419;0,1428;0,0000;0,1700;Moderado;0,0000;0,0000;0,1818;1,0000;0,5000;0,6000;0,1739;0,1184;0,1264;0,1677
2013-03-20;0,0403;0,1019;0,4879;0,6712;0,6297;0,5398;0,2156;0,0000;0,0607;Bueno;0,0000;0,0000;0,1818;1,0000;0,5000;0,6333;0,1041;0,1919;0,3917;0,0119
2013-03-21;0,0297;0,0929;0,3197;0,4788;0,6122;0,5540;0,3976;0,0000;0,0425;Bueno;0,0000;0,6667;0,1818;1,0000;0,5000;0,6667;0,0505;0,2780;0,3496;0,0232
2013-03-22;0,0396;0,1347;0,2835;0,4927;0,6566;0,5422;0,3410;0,0000;0,0587;Bueno;0,0000;0,6667;0,1818;1,0000;0,5000;0,7000;0,0153;0,3731;0,3847;0,0135
2013-03-23;0,0808;0,1783;0,3814;0,6055;0,6591;0,5422;0,1751;0,0011;0,1093;Moderado;0,0000;0,6667;0,1818;1,0000;0,5000;0,7333;0,0000;0,4733;0,3847;0,0135
2013-03-24;0,0859;0,1509;0,5113;0,6967;0,6322;0,4044;0,1428;0,0000;0,1134;Moderado;0,0000;0,6667;0,1818;1,0000;0,5000;0,7667;0,0051;0,5746;0,7868;0,0905
2013-03-25;0,0401;0,1229;0,3366;0,5128;0,6598;0,5239;0,3472;0,0000;0,0587;Bueno;0,0000;0,6667;0,1818;1,0000;0,5000;0,8000;0,0305;0,6728;0,4397;0,0036
2013-03-26;0,0868;0,2082;0,2004;0,5554;0,7843;0,5612;0,3612;0,0000;0,1134;Moderado;0,0000;0,6667;0,1818;1,0000;0,5000;0,8333;0,0751;0,7639;0,3289;0,0302
2013-03-27;0,1129;0,2579;0,2803;0,6397;0,7907;0,5659;0,3207;0,0000;0,1336;Moderado;0,0000;0,6667;0,1818;1,0000;0,5000;0,8667;0,1371;0,8441;0,3154;0,0354
2013-03-28;0,1236;0,2849;0,3697;0,6814;0,7320;0,3831;0,0619;0,0000;0,1437;Moderado;0,0000;0,6667;0,1818;1,0000;0,5000;0,9000;0,2140;0,9102;0,8378;0,1315
2013-03-29;0,0884;0,1763;0,5507;0,7200;0,6287;0,4662;0,2035;0,0000;0,1154;Moderado;0,0000;0,6667;0,1818;1,0000;0,5000;0,9333;0,3026;0,9594;0,6153;0,0135
2013-03-30;0,0433;0,0922;0,5582;0,7305;0,6374;0,5137;0,1751;0,0000;0,0648;Bueno;0,0000;0,6667;0,1818;1,0000;0,5000;0,9667;0,3992;0,9897;0,4709;0,0008
2013-03-31;0,0814;0,1634;0,5795;0,7305;0,6100;0,3617;0,1468;0,0000;0,1093;Moderado;0,0000;0,6667;0,1818;1,0000;0,5000;1,0000;0,5000;1,0000;0,8830;0,1787
2013-04-01;0,0594;0,1730;0,5741;0,7251;0,6103;0,4947;0,2035;0,0000;0,0911;Moderado;0,0000;0,6667;0,2727;0,9330;0,2500;0,0000;0,6008;0,9897;0,5290;0,0008
2013-04-02;0,0921;0,2487;0,4400;0,6448;0,6578;0,5754;0,2722;0,0000;0,1174;Moderado;0,0000;0,6667;0,2727;0,9330;0,2500;0,0333;0,6974;0,9594;0,2886;0,0469
2013-04-03;0,1106;0,3000;0,2483;0,5161;0,7301;0,5659;0,1428;0,0000;0,1316;Moderado;0,0000;0,6667;0,2727;0,9330;0,2500;0,0667;0,7860;0,9102;0,3154;0,0354
2013-04-04;0,1840;0,2871;0,6327;0,6469;0,5222;0,2168;0,2924;0,0000;0,1923;Insalubre para grupos sensibles;0,0000;0,6667;0,2727;0,9330;0,2500;0,1000;0,8629;0,8441;0,9911;0,5944
2013-04-05;0,0828;0,1571;0,5188;0,5862;0,5459;0,1931;0,1064;0,0000;0,1093;Moderado;0,0000;0,6667;0,2727;0,9330;0,2500;0,1333;0,9249;0,7639;0,9723;0,6646
2013-04-06;0,0336;0,1129;0,3143;0,4253;0,5713;0,5350;0,3450;0,0000;0,0486;Bueno;0,0000;0,6667;0,2727;0,9330;0,2500;0,1667;0,9695;0,6728;0,4060;0,0089
2013-04-07;0,0320;0,0676;0,2909;0,4199;0,5863;0,5635;0,3450;0,0000;0,0466;Bueno;0,0000;0,6667;0,2727;0,9330;0,2500;0,2000;0,9949;0,5746;0,3221;0,0327
2013-04-08;0,1239;0,2756;0,2953;0,3827;0,6000;0,5430;0,1439;0,0000;0,1437;Moderado;0,0000;0,6667;0,2727;0,9330;0,2500;0,2333;1,0000;0,4733;0,3821;0,0141
2013-04-09;0,1802;0,3592;0,4325;0,5035;0,5218;0,7425;0,3424;0,0000;0,1883;Moderado;0,0000;0,6667;0,2727;0,9330;0,2500;0,2667;0,9847;0,3731;0,0030;0,4449
2013-04-10;0,1005;0,1879;0,5306;0,5794;0,5210;0,2969;0,1439;0,0688;0,1235;Moderado;0,0000;0,6667;0,2727;0,9330;0,2500;0,3000;0,9495;0,2780;0,9774;0,3518
2013-04-11;0,0275;0,0424;0,4060;0,3761;0,4633;0,5404;0,3998;0,0000;0,0385;Bueno;0,0000;0,6667;0,2727;0,9330;0,2500;0,3333;0,8959;0,1919;0,3898;0,0123
2013-04-12;0,0582;0,0807;0,3160;0,2385;0,4328;0,5508;0,3424;0,0000;0,0891;Moderado;0,0000;0,6667;0,2727;0,9330;0,2500;0,3667;0,8261;0,1184;0,3591;0,0203
2013-04-13;0,0983;0,1228;0,3910;0,3472;0,4705;0,5119;0,2057;0,0000;0,1235;Moderado;0,0000;0,6667;0,2727;0,9330;0,2500;0,4000;0,7430;0,0604;0,4762;0,0006
2013-04-14;0,1334;0,1614;0,3483;0,5446;0,6390;0,5767;0,2674;0,0000;0,1498;Moderado;0,0000;0,6667;0,2727;0,9330;0,2500;0,4333;0,6499;0,0204;0,2851;0,0486
2013-04-15;0,1041;0,2180;0,4291;0,6873;0,6948;0,2632;0,0557;0,0000;0,1275;Moderado;0,0000;0,6667;0,2727;0,9330;0,2500;0,4667;0,5506;0,0000;0,9977;0,4528
2013-04-16;0,1094;0,1668;0,6090;0,6631;0,5669;0,4472;0,1307;0,0000;0,1316;Moderado;0,0000;0,6667;0,2727;0,9330;0,2500;0,5000;0,4494;0,0000;0,6710;0,0302
2013-04-17;0,1381;0,2476;0,3841;0,5233;0,6297;0,5707;0,1711;0,0000;0,1538;Moderado;0,0000;0,6667;0,2727;0,9330;0,2500;0,5333;0,3501;0,0204;0,3019;0,0409
2013-04-18;0,1735;0,3738;0,4314;0,6503;0,6631;0,5042;0,1351;0,0000;0,1822;Moderado;0,0000;0,6667;0,2727;0,9330;0,2500;0,5667;0,2570;0,0604;0,5000;0,0000
2013-04-19;0,1394;0,1849;0,7416;0,7053;0,5130;0,4757;0,1262;0,0000;0,1559;Moderado;0,0000;0,6667;0,2727;0,9330;0,2500;0,6000;0,1739;0,1184;0,5868;0,0076
2013-04-20;0,0534;0,2573;0,4302;0,5805;0,5867;0,4705;0,5101;0,0000;0,0911;Moderado;0,0000;0,6667;0,2727;0,9330;0,2500;0,6333;0,1041;0,1919;0,6024;0,0106
2013-04-21;0,0802;0,1529;0,4221;0,6088;0,6206;0,5445;0,1468;0,0000;0,1073;Moderado;0,0000;0,6667;0,2727;0,9330;0,2500;0,6667;0,0505;0,2780;0,3776;0,0152
2013-04-22;0,0528;0,1572;0,4614;0,6672;0,6556;0,6078;0,1836;0,0000;0,0789;Bueno;0,0000;0,6667;0,2727;0,9330;0,2500;0,7000;0,0153;0,3731;0,2035;0,0974
2013-04-23;0,0885;0,1617;0,4856;0,5996;0,5893;0,5637;0,2321;0,0000;0,1154;Moderado;0,0000;0,6667;0,2727;0,9330;0,2500;0,7333;0,0000;0,4733;0,3215;0,0329
2013-04-24;0,4050;0,6001;0,6367;0,5431;0,4518;0,5249;0,1615;0,0000;0,3158;Insalubre;0,0000;0,6667;0,2727;0,9330;0,2500;0,7667;0,0051;0,5746;0,4367;0,0040
2013-04-25;0,2942;0,4031;0,5779;0,4668;0,4363;0,5042;0,0954;0,0000;0,2935;Insalubre;0,0000;0,6667;0,2727;0,9330;0,2500;0,8000;0,0305;0,6728;0,5000;0,0000
2013-04-26;0,3057;0,3608;0,6724;0,5251;0,4093;0,3254;0,2630;0,0000;0,2976;Insalubre;0,0000;0,6667;0,2727;0,9330;0,2500;0,8333;0,0751;0,7639;0,9444;0,2711
2013-04-27;0,3761;0,5259;0,6805;0,5750;0,4435;0,4705;0,0777;0,0000;0,3097;Insalubre;0,0000;0,6667;0,2727;0,9330;0,2500;0,8667;0,1371;0,8441;0,6024;0,0106
2013-04-28;0,3409;0,3125;0,5709;0,5160;0,4804;0,3788;0,0773;0,0000;0,3036;Insalubre;0,0000;0,6667;0,2727;0,9330;0,2500;0,9000;0,2140;0,9102;0,8473;0,1404
2013-04-29;0,2529;0,3940;0,4406;0,4800;0,5311;0,3816;0,0627;0,0000;0,2571;Insalubre para grupos sensibles;0,0000;0,6667;0,2727;0,9330;0,2500;0,9333;0,3026;0,9594;0,8410;0,1344
2013-04-30;0,1006;0,2437;0,5882;0,5229;0,4676;0,3873;0,1501;0,0264;0,1235;Moderado;0,0000;0,6667;0,2727;0,9330;0,2500;0,9667;0,3992;0,9897;0,8280;0,1227
2013-05-01;0,1297;0,1526;0,8028;0,6539;0,4430;0,1337;0,5820;0,0000;0,1478;Moderado;0,0000;0,6667;0,3636;0,7500;0,0670;0,0000;0,6008;0,9897;0,8830;0,8220
2013-05-02;0,0714;0,0663;0,7532;0,6785;0,4844;0,0539;0,6354;0,3853;0,1012;Moderado;0,0000;0,6667;0,3636;0,7500;0,0670;0,0333;0,6974;0,9594;0,6873;0,9643
2013-05-03;0,2901;0,2045;0,8881;0,7303;0,4649;0,6894;0,3102;0,0367;0,2935;Insalubre;0,0000;0,6667;0,3636;0,7500;0,0670;0,0667;0,7860;0,9102;0,0468;0,2889
2013-05-04;0,2367;0,2357;0,8166;0,6657;0,4483;0,5954;0,2665;0,0000;0,2429;Insalubre para grupos sensibles;0,0000;0,6667;0,3636;0,7500;0,0670;0,1000;0,8629;0,8441;0,2350;0,0760
2013-05-05;0,1077;0,1144;0,6044;0,5402;0,4673;0,5954;0,2132;0,0000;0,1296;Moderado;0,0000;0,6667;0,3636;0,7500;0,0670;0,1333;0,9249;0,7639;0,2350;0,0760
2013-05-06;0,0766;0,0952;0,5525;0,5681;0,5098;0,5270;0,4995;0,0000;0,1053;Moderado;0,0000;0,6667;0,3636;0,7500;0,0670;0,1667;0,9695;0,6728;0,4304;0,0049
2013-05-07;0,6989;0,5578;0,4095;0,3640;0,4879;0,5954;0,2083;0,0000;0,3745;Insalubre;0,0000;0,6667;0,3636;0,7500;0,0670;0,2000;0,9949;0,5746;0,2350;0,0760
2013-05-08;0,7916;0,7403;0,3979;0,4319;0,5025;0,4386;0,1161;0,0000;0,3927;Muy insalubre;0,0000;0,6667;0,3636;0,7500;0,0670;0,2333;1,0000;0,4733;0,6953;0,0398
2013-05-09;0,3936;0,3701;0,7382;0,5483;0,3973;0,5728;0,4073;0,0321;0,3138;Insalubre;0,0000;0,6667;0,3636;0,7500;0,0670;0,2667;0,9847;0,3731;0,2958;0,0436
