CodigoNacional;momento,dd_Valor,ff_Valor,VRB_Valor
360011;01-01-2012 00:00:00;180.0;5.0;0.0
360011;01-01-2012 12:00:00;180.0;6.0;0.0
360011;01-01-2012 13:00:00;180.0;8.0;0.0
360011;01-01-2012 14:00:00;240.0;6.0;0.0
360011;01-01-2012 15:00:00;0.0;0.0;0.0
360011;01-01-2012 16:00:00;180.0;5.0;0.0
360011;01-01-2012 17:00:00;210.0;5.0;0.0
360011;01-01-2012 18:00:00;180.0;10.0;0.0
360011;01-01-2012 19:00:00;180.0;15.0;0.0
360011;01-01-2012 20:00:00;180.0;18.0;0.0
360011;01-01-2012 21:00:00;180.0;15.0;0.0
360011;01-01-2012 22:00:00;180.0;18.0;0.0
360011;01-01-2012 23:00:00;180.0;18.0;0.0
360011;02-01-2012 00:00:00;180.0;14.0;0.0
360011;02-01-2012 12:00:00;150.0;3.0;0.0
360011;02-01-2012 13:00:00;30.0;4.0;0.0
360011;02-01-2012 14:00:00;30.0;7.0;0.0
360011;02-01-2012 15:00:00;30.0;8.0;0.0
360011;02-01-2012 16:00:00;30.0;7.0;0.0
360011;02-01-2012 17:00:00;270.0;4.0;0.0
360011;02-01-2012 18:00:00;150.0;5.0;0.0
360011;02-01-2012 19:00:00;210.0;3.0;0.0
360011;02-01-2012 20:00:00;210.0;4.0;0.0
360011;02-01-2012 21:00:00;210.0;13.0;0.0
360011;02-01-2012 22:00:00;150.0;7.0;0.0
360011;02-01-2012 23:00:00;210.0;10.0;0.0
360011;03-01-2012 00:00:00;240.0;3.0;0.0
360011;03-01-2012 12:00:00;180.0;5.0;0.0
360011;03-01-2012 13:00:00;210.0;6.0;0.0
360011;03-01-2012 14:00:00;150.0;8.0;0.0
360011;03-01-2012 15:00:00;150.0;2.0;0.0
360011;03-01-2012 16:00:00;150.0;3.0;0.0
360011;03-01-2012 17:00:00;210.0;5.0;0.0
360011;03-01-2012 18:00:00;180.0;10.0;0.0
360011;03-01-2012 19:00:00;180.0;8.0;0.0
360011;03-01-2012 20:00:00;210.0;5.0;0.0
360011;03-01-2012 21:00:00;180.0;6.0;0.0
360011;03-01-2012 22:00:00;210.0;6.0;0.0
360011;03-01-2012 23:00:00;180.0;10.0;0.0
360011;04-01-2012 00:00:00;240.0;2.0;0.0
360011;04-01-2012 12:00:00;330.0;4.0;0.0
