CodigoNacional;momento,dd_Valor,ff_Valor,VRB_Valor
360011;01-01-2015 00:00:00;220.0;5.0;0.0
360011;01-01-2015 12:00:00;200.0;12.0;0.0
360011;01-01-2015 13:00:00;200.0;14.0;0.0
360011;01-01-2015 14:00:00;190.0;8.0;0.0
360011;01-01-2015 15:00:00;200.0;11.0;0.0
360011;01-01-2015 16:00:00;210.0;9.0;0.0
360011;01-01-2015 17:00:00;180.0;9.0;0.0
360011;01-01-2015 18:00:00;200.0;9.0;0.0
360011;01-01-2015 19:00:00;200.0;9.0;0.0
360011;01-01-2015 20:00:00;170.0;11.0;0.0
360011;01-01-2015 21:00:00;190.0;13.0;0.0
360011;01-01-2015 22:00:00;190.0;11.0;0.0
360011;01-01-2015 23:00:00;190.0;12.0;0.0
360011;02-01-2015 00:00:00;190.0;7.0;0.0
360011;02-01-2015 12:00:00;190.0;5.0;0.0
360011;02-01-2015 13:00:00;200.0;8.0;0.0
360011;02-01-2015 14:00:00;200.0;5.0;0.0
360011;02-01-2015 15:00:00;170.0;5.0;0.0
360011;02-01-2015 16:00:00;210.0;5.0;0.0
360011;02-01-2015 17:00:00;180.0;8.0;0.0
360011;02-01-2015 18:00:00;190.0;5.0;0.0
360011;02-01-2015 19:00:00;200.0;5.0;0.0
360011;02-01-2015 20:00:00;190.0;8.0;0.0
360011;02-01-2015 21:00:00;210.0;6.0;0.0
360011;02-01-2015 22:00:00;170.0;4.0;0.0
360011;02-01-2015 23:00:00;190.0;5.0;0.0
360011;03-01-2015 00:00:00;200.0;3.0;0.0
360011;03-01-2015 12:00:00;180.0;5.0;0.0
360011;03-01-2015 13:00:00;210.0;5.0;0.0
360011;03-01-2015 14:00:00;180.0;5.0;0.0
360011;03-01-2015 15:00:00;240.0;2.0;0.0
360011;03-01-2015 16:00:00;210.0;6.0;0.0
360011;03-01-2015 17:00:00;180.0;7.0;0.0
360011;03-01-2015 18:00:00;220.0;6.0;0.0
360011;03-01-2015 19:00:00;180.0;6.0;0.0
360011;03-01-2015 20:00:00;170.0;5.0;0.0
360011;03-01-2015 21:00:00;180.0;8.0;0.0
360011;03-01-2015 22:00:00;190.0;8.0;0.0
360011;03-01-2015 23:00:00;200.0;5.0;0.0
360011;04-01-2015 00:00:00;200.0;3.0;0.0
360011;04-01-2015 12:00:00;210.0;4.0;0.0
360011;04-01-2015 13:00:00;180.0;4.0;0.0
