fecha;pm2.5;pm10;humedad;puntoRocio;temperatura;dir_viento;viento;icap;calidad_aire
2015-06-01;28,8738;41,8112;81,8182;9,1818;12,1636;61,8182;9,5455;27,8741;5
2015-06-02;22,2661;36,7146;80,9091;10,5364;13,7636;28,1818;11,7273;24,4764;5
2015-06-03;29,0984;45,7021;94,0000;10,9750;11,8833;248,3333;4,0000;30,4681;5
2015-06-04;30,4590;44,8846;90,7273;11,9818;13,5182;173,6364;6,1818;29,9231;5
2015-06-05;13,3226;21,1400;96,7273;14,4909;15,0182;225,4545;10,4545;14,0933;5
2015-06-06;17,7117;39,0695;77,9091;11,0000;15,0091;170,6364;10,0000;26,0463;5
2015-06-07;56,3336;88,8350;84,1818;9,7545;12,4182;204,9091;3,2727;59,2233;5
2015-06-08;18,7461;29,3942;96,4545;9,2636;9,8091;60,8182;9,8182;19,5961;5
2015-06-09;55,8538;81,3079;79,3636;7,3909;11,0818;169,0000;3,5455;54,2053;5
2015-06-10;126,5477;188,3960;71,0000;3,7909;9,0909;212,3636;3,7273;206,6556;3
2015-06-11;54,7561;70,6027;76,1818;3,4727;7,7909;226,3636;8,2727;47,0685;5
2015-06-12;27,9536;41,0992;85,2727;3,2455;5,7182;192,7273;3,9091;27,3995;5
2015-06-13;20,1900;29,6217;91,5455;6,0750;7,3500;54,4167;10,0000;19,7478;5
2015-06-14;49,1646;66,0171;81,0000;6,4545;9,7364;233,9091;4,6364;44,0114;5
2015-06-15;39,3533;54,0421;77,0909;4,6818;8,6636;234,6364;7,4545;36,0281;5
2015-06-16;106,1903;155,7220;90,8182;5,9091;7,4636;178,8182;4,3636;115,8944;4
2015-06-17;75,7026;87,9399;80,0909;5,3545;8,8818;224,9091;8,0909;58,6266;5
2015-06-18;65,4977;84,6244;81,3636;2,1333;5,0500;211,8333;5,1667;56,4163;5
2015-06-19;132,4386;174,9960;88,0909;4,2636;6,1545;88,1818;1,8182;169,4333;4
2015-06-20;29,8531;37,1137;82,8182;8,7091;11,6636;214,7273;10,0000;24,7425;5
2015-06-21;16,3862;22,8654;77,2727;5,8273;9,7273;210,5455;9,4545;15,2436;5
2015-06-22;104,7590;196,2390;87,0000;2,7182;4,8727;169,1818;2,6364;228,4417;3
2015-06-23;125,3965;195,5900;86,7273;4,7727;6,9545;44,8182;6,0909;226,6389;3
2015-06-24;33,6369;57,3425;69,4545;8,8545;14,3455;30,0000;11,2727;38,2283;5
2015-06-25;103,4939;175,8330;73,4545;9,3091;14,0727;81,7273;7,0000;171,7583;4
2015-06-26;36,5679;41,5746;83,4545;9,2727;12,2364;223,6364;8,3636;27,7164;5
2015-06-27;14,8867;21,3116;79,5455;8,8455;12,3727;211,3636;10,0000;14,2077;5
2015-06-28;19,7081;26,2516;70,2727;1,9364;7,4091;210,8182;8,4545;17,5011;5
2015-06-29;94,2704;123,4610;77,5455;5,1273;9,0182;170,0000;4,6364;82,3073;5
2015-06-30;39,2934;47,3054;77,2727;5,5818;9,7364;223,0000;6,4545;31,5369;5
2015-07-01;93,4289;138,2490;87,0909;6,2727;8,3091;216,3636;4,3636;92,1660;5
2015-07-02;74,3820;89,4537;78,0000;4,5545;8,6091;206,1818;7,1818;59,6358;5
2015-07-03;87,6812;127,1900;71,4545;1,3000;6,8636;207,0000;5,8182;84,7933;5
2015-07-04;105,0108;145,6940;81,5455;3,6364;6,7636;118,7273;5,0000;97,1293;5
2015-07-05;22,1429;32,2537;89,9091;7,8636;9,4636;111,3636;10,3636;21,5025;5
2015-07-06;65,0497;93,5012;79,1818;7,0818;10,6818;138,8182;3,9091;62,3341;5
2015-07-07;46,1819;69,2559;83,4545;5,9727;8,6455;93,4545;5,6364;46,1706;5
2015-07-08;12,5635;18,8517;87,5455;7,5545;9,5364;43,4545;19,2727;12,5678;5
2015-07-09;57,6991;85,5392;84,0000;8,9364;11,7091;183,6364;2,8182;57,0261;5
2015-07-10;48,6541;75,3066;81,0000;7,4636;10,7273;189,0000;4,0909;50,2044;5
2015-07-11;20,5608;32,5404;97,6364;9,3455;9,6909;54,5455;9,2727;21,6936;5
2015-07-12;60,4933;93,1400;92,7273;8,4273;9,5636;193,5455;10,2727;62,0933;5
2015-07-13;25,1358;40,3417;84,0909;5,4364;7,9909;121,4545;7,8182;26,8945;5
2015-07-14;57,5630;76,4366;95,4545;4,3250;4,9583;240,8333;4,1667;50,9577;5
2015-07-15;27,3964;43,1831;92,2727;5,7636;6,9545;55,0000;9,6364;28,7887;5
2015-07-16;51,8478;80,2471;86,0000;7,5636;9,8636;70,0000;6,6364;53,4981;5
2015-07-17;27,9583;41,5204;86,6364;7,4182;9,5545;32,8182;8,8182;27,6803;5
2015-07-18;67,1582;98,4501;74,7273;3,6273;8,1727;223,2727;9,1818;65,6334;5
2015-07-19;49,6142;68,0870;89,0909;4,1455;5,8273;88,1818;7,5455;45,3913;5
2015-07-20;51,4900;59,5054;75,6364;1,1364;5,4182;229,6364;6,8182;39,6703;5
2015-07-21;73,7637;85,6958;71,0000;4,2273;9,5182;221,0000;7,1818;57,1305;5
2015-07-22;95,8572;152,1040;73,9091;5,9273;10,8091;219,4545;5,0000;105,8444;4
2015-07-23;80,2154;110,6390;91,6364;7,4091;8,7636;254,5455;4,1818;73,7593;5
2015-07-24;57,6975;77,0934;98,5455;6,5727;6,7818;184,6364;4,6364;51,3956;5
2015-07-25;55,8729;84,3412;77,1818;8,7455;12,7182;116,3636;6,4545;56,2275;5
2015-07-26;12,8635;22,1650;84,0000;9,3455;11,9818;48,0909;13,4545;14,7767;5
2015-07-27;14,9198;25,4823;91,3636;11,4182;12,8545;79,2727;10,9091;16,9882;5
2015-07-28;30,8881;49,0562;90,6364;10,6636;12,1455;35,3636;7,1818;32,7041;5
2015-07-29;47,1819;72,7017;94,7273;6,7818;7,6182;170,4545;2,9091;48,4678;5
2015-07-30;25,0149;41,4487;92,1818;8,1364;9,3727;113,5455;9,7273;27,6325;5
2015-07-31;16,5538;28,1229;81,1818;7,8182;10,9182;28,1818;9,2727;18,7486;5
2015-08-01;12,4437;20,9438;91,1818;9,5818;11,0273;111,5455;9,5455;13,9625;5
2015-08-02;32,1821;55,5636;88,4545;8,8000;10,6364;110,9091;7,2727;37,0424;5
2015-08-03;53,5252;72,9617;90,6364;6,6636;8,1636;242,5455;5,0000;48,6411;5
2015-08-04;35,0665;55,0396;93,3636;8,5455;9,6182;156,3636;4,0909;36,6931;5
2015-08-05;12,2038;24,9750;72,6364;7,2182;12,2818;69,3636;16,5455;16,6500;5
2015-08-06;37,9564;59,4332;93,7273;10,4182;11,4182;306,9091;5,2727;39,6221;5
2015-08-07;46,9069;58,3487;87,9091;8,5273;10,4727;219,1818;4,3636;38,8991;5
2015-08-08;10,6396;17,5032;58,2727;6,6818;14,8909;43,3636;13,5455;11,6688;5
2015-08-09;22,7342;32,6113;82,8889;7,1778;10,0556;295,4444;6,0000;21,7409;5
2015-08-10;28,9373;41,4208;75,8182;5,6273;9,8909;202,9091;4,4545;27,6139;5
2015-08-11;24,1304;32,9045;67,8182;2,0182;8,1000;224,0909;10,1818;21,9363;5
2015-08-12;81,1418;108,9090;87,6364;2,7545;4,7909;63,6364;5,3636;72,6060;5
2015-08-13;120,1281;167,5760;71,7273;3,8000;9,1636;232,7273;6,0909;148,8222;4
2015-08-14;37,9457;57,9158;77,1818;6,2182;10,2091;37,0000;8,3636;38,6105;5
2015-08-15;21,0665;31,4666;86,4545;7,0182;9,1818;93,1818;5,7273;20,9777;5
2015-08-16;20,4237;27,1906;57,4545;1,4273;9,8909;211,5455;11,1818;18,1271;5
2015-08-17;75,6256;105,4350;73,9091;3,9000;8,6636;194,8182;2,5455;70,2900;5
2015-08-18;50,4944;64,8108;76,1818;9,3545;13,7818;219,1818;8,9091;43,2072;5
2015-08-19;26,2260;40,6129;65,5455;7,7091;14,5364;208,8182;5,2727;27,0753;5
2015-08-20;48,2969;78,1421;82,9091;9,0909;12,1091;136,0000;4,6364;52,0947;5
2015-08-21;16,3880;26,3617;90,4545;9,8364;11,3545;132,9091;15,6364;17,5745;5
2015-08-22;35,3074;51,7730;76,9091;7,7545;11,7273;62,1818;11,5455;34,5153;5
2015-08-23;86,2577;122,8800;80,8182;7,5000;10,8182;152,8182;2,1818;81,9200;5
2015-08-24;65,0287;99,5229;83,2727;8,6364;11,4000;170,2727;3,3636;66,3486;5
2015-08-25;12,8499;23,2296;94,6364;9,4583;10,3750;147,3333;13,0833;15,4864;5
2015-08-26;40,5411;63,7599;79,6667;10,2000;13,7250;78,0000;10,0833;42,5066;5
2015-08-27;39,1815;72,5696;87,0000;8,2182;10,3091;157,3636;6,0909;48,3797;5
2015-08-28;16,0717;67,6581;96,8182;10,5818;11,0818;30,9091;11,9091;45,1054;5
2015-08-29;46,5720;62,7466;87,4545;13,4636;15,5545;103,6364;8,4545;41,8311;5
2015-08-30;55,0805;70,2810;80,8182;11,0727;14,7727;232,9091;4,0909;46,8540;5
2015-08-31;23,1644;29,6537;78,8000;11,8800;15,8900;217,1000;10,7000;19,7691;5
2015-09-01;15,6596;23,8654;73,4167;9,4750;14,5000;214,3333;8,2500;15,9103;5
2015-09-02;19,4560;31,4975;63,3333;6,9333;14,2000;219,6667;7,3333;20,9983;5
2015-09-03;17,8802;31,0175;59,6154;4,2154;12,5692;215,2308;9,1538;20,6783;5
2015-09-04;70,6779;139,9610;61,1818;7,3273;15,3273;230,6364;6,0909;93,3073;5
2015-09-05;47,3240;77,3387;64,3333;8,2500;15,7500;232,2500;4,9167;51,5591;5
2015-09-06;11,9684;19,7358;86,5833;11,3583;13,5250;30,9167;13,0000;13,1572;5
2015-09-07;18,7158;29,5504;92,5833;10,6250;11,8083;125,6667;6,6667;19,7003;5
2015-09-08;23,9306;43,5850;83,4167;7,1500;9,8500;75,8333;5,3333;29,0567;5
2015-09-09;25,4592;33,9932;60,9167;1,4833;8,8167;212,0000;9,5833;22,6621;5
2015-09-10;20,1865;27,1292;55,6667;0,7333;9,6250;216,0833;10,7500;18,0861;5
2015-09-11;13,1947;22,5480;58,5000;3,1750;11,2083;204,7500;12,0833;15,0320;5
2015-09-12;18,2298;27,3021;66,5833;5,7000;11,9917;215,0000;8,6667;18,2014;5
2015-09-13;30,0407;44,0759;59,0833;5,5583;14,3083;225,0833;5,8333;29,3839;5
2015-09-14;49,2680;79,3282;78,3333;6,6917;10,4167;137,0000;5,4167;52,8855;5
2015-09-15;29,1122;54,1170;67,1667;5,6250;11,5917;198,7500;2,1667;36,0780;5
2015-09-16;25,0801;40,1008;72,0833;4,7833;9,7917;173,4167;2,9167;26,7339;5
2015-09-17;54,8394;96,7754;65,6667;3,6667;9,9250;210,5833;3,5000;64,5169;5
2015-09-18;37,9717;52,9592;58,3333;3,2417;11,7917;228,0833;7,1667;35,3061;5
2015-09-19;21,5542;35,2608;57,1667;4,2000;13,0917;230,3333;7,4167;23,5072;5
2015-09-20;30,8105;57,4546;70,6667;7,6250;12,9750;217,1667;3,6667;38,3031;5
2015-09-21;51,4249;90,4462;68,4167;7,8917;13,6583;41,6667;8,5000;60,2975;5
2015-09-22;35,5958;65,8658;76,4167;8,7833;12,9250;41,2500;7,0000;43,9105;5
2015-09-23;27,3684;45,1500;71,0000;9,4833;14,8833;110,0000;8,3333;30,1000;5
2015-09-24;10,9450;18,1790;86,4167;7,5167;9,7000;97,0000;8,8333;12,1193;5
2015-09-25;15,4019;23,3059;64,0833;6,9917;13,7500;197,8333;8,0000;15,5373;5
2015-09-26;22,1063;35,5424;70,7500;7,9917;13,4417;231,3333;5,2500;23,6949;5
2015-09-27;19,3882;29,3892;90,7500;8,7333;10,1833;93,4167;8,6667;19,5928;5
2015-09-28;24,7032;34,6908;91,4167;12,8000;14,1917;102,8333;5,5000;23,1272;5
2015-09-29;38,4527;52,1162;82,3333;11,0750;14,2083;169,9167;3,1667;34,7441;5
2015-09-30;48,0887;65,0637;86,4167;12,5750;14,8583;81,8333;3,9167;43,3758;5
2015-10-01;31,0448;36,8358;86,4167;11,8417;14,1500;40,0000;8,9167;24,5572;5
2015-10-02;44,0151;63,7275;66,3333;10,3000;16,6583;215,0000;4,6667;42,4850;5
2015-10-03;15,7792;25,4700;85,7500;12,1000;14,5417;279,9167;5,0000;16,9800;5
2015-10-04;11,5782;14,7555;90,9167;11,0417;12,4917;27,0000;12,3333;9,8370;5
2015-10-05;30,9272;39,5609;70,2500;7,6917;13,1583;170,8333;3,7500;26,3739;5
2015-10-06;29,3419;41,0298;64,6667;6,5583;13,3583;253,3333;5,7500;27,3532;5
2015-10-07;22,2097;35,2637;58,9167;4,6917;12,6667;222,6667;5,7500;23,5091;5
2015-10-08;13,3885;21,9521;63,3333;4,2083;11,5250;197,5000;8,0833;14,6347;5
2015-10-09;13,4944;33,7991;52,6667;5,0000;15,3750;222,5000;8,0000;22,5327;5
2015-10-10;18,4251;40,5667;42,5833;3,1250;16,9083;225,5000;5,8333;27,0445;5
2015-10-11;16,7971;34,5237;38,6667;2,9917;18,2750;240,0000;3,5000;23,0158;5
2015-10-12;13,3102;33,2875;59,7692;6,3154;14,1538;210,3846;4,5385;22,1917;5
2015-10-13;16,7440;20,9721;84,7500;8,9833;11,4583;63,3333;10,4167;13,9814;5
2015-10-14;21,7103;23,5227;93,4615;8,2000;9,2000;92,3077;8,0769;15,6818;5
2015-10-15;32,9587;42,4103;61,5833;4,7583;12,4000;186,0000;4,6667;28,2735;5
2015-10-16;16,8647;25,9525;54,3333;4,9833;14,7167;234,1667;5,8333;17,3017;5
2015-10-17;20,3084;39,7012;54,6667;7,7583;17,8917;242,5833;4,6667;26,4675;5
2015-10-18;29,0447;55,8950;62,5833;9,9583;17,5833;161,9167;2,7500;37,2633;5
2015-10-19;17,0146;34,4887;79,5000;10,0000;13,4833;140,4167;9,1667;22,9925;5
2015-10-20;15,9335;27,2144;65,6667;8,3750;14,8833;235,2500;4,0833;18,1429;5
2015-10-21;18,2838;31,0708;56,6667;6,5833;15,5250;255,5000;4,6667;20,7139;5
2015-10-22;16,2213;30,1437;51,4167;7,1750;18,2667;218,5000;4,7500;20,0958;5
2015-10-23;15,3919;33,2079;53,4167;8,7250;18,5333;230,7500;5,5000;22,1386;5
2015-10-24;12,6038;29,9904;80,2857;11,1357;14,5286;154,4286;4,6429;19,9936;5
2015-10-25;15,0947;26,5035;78,5833;12,2167;16,1000;226,3333;7,9167;17,6690;5
2015-10-26;12,6863;19,4830;66,7500;10,4417;17,1833;242,5000;5,0000;12,9887;5
2015-10-27;9,1796;18,0512;67,2500;9,5417;15,9000;216,0000;4,1667;12,0341;5
2015-10-28;9,2822;19,7082;63,3333;10,5750;17,8750;229,0833;7,2500;13,1388;5
2015-10-29;9,3890;22,5866;54,2500;7,0417;16,6083;217,0833;9,2500;15,0577;5
2015-10-30;10,4031;38,4833;41,0833;2,1667;16,2167;205,3333;13,9167;25,6555;5
2015-10-31;9,1511;23,3387;49,7500;7,0500;17,8333;210,4167;9,5000;15,5591;5
2015-11-01;11,8562;24,4846;60,4167;10,1667;18,1167;262,5000;3,9167;16,3231;5
2015-11-02;14,8251;32,2683;64,5000;11,1500;18,0833;212,7500;4,1667;21,5122;5
2015-11-03;15,7453;33,6296;72,5833;11,5417;16,9083;182,2500;4,6667;22,4197;5
2015-11-04;17,9785;41,4404;56,0833;11,2917;20,5250;225,6667;6,3333;27,6269;5
2015-11-05;20,3261;39,7325;59,6667;14,5333;22,9417;218,0833;5,0000;26,4883;5
2015-11-06;15,7620;38,3574;69,9167;15,1500;20,8167;230,0000;5,7500;25,5716;5
2015-11-07;13,2611;28,6761;81,4167;11,8167;15,0000;291,0000;3,7500;19,1174;5
2015-11-08;5,4557;16,3187;70,4167;9,8250;15,3333;247,5000;5,4167;10,8791;5
2015-11-09;9,3041;17,0432;76,5000;11,1000;15,3833;120,0833;5,5833;11,3621;5
2015-11-10;13,3559;24,7759;54,5833;11,7000;21,8167;220,6667;7,4167;16,5173;5
2015-11-11;9,6822;25,3308;62,5833;11,8750;19,2833;226,0833;7,0833;16,8872;5
2015-11-12;13,8574;23,3721;61,4167;11,4833;19,1500;231,0000;5,5833;15,5814;5
2015-11-13;13,5576;28,4941;52,5833;9,9917;21,3500;220,6667;8,7500;18,9961;5
2015-11-14;13,5874;23,8258;55,9167;11,5583;21,1083;245,5000;6,9167;15,8839;5
2015-11-15;10,4358;16,7159;60,6923;10,7769;18,8231;242,4615;6,3077;11,1439;5
2015-11-16;7,0997;16,7725;61,4615;9,6077;17,2769;250,6923;5,0769;11,1817;5
2015-11-17;6,5605;14,4603;49,2308;5,6786;16,2929;234,9286;9,1429;9,6402;5
2015-11-18;5,3974;14,3010;53,8462;4,5538;14,0308;257,0769;8,6154;9,5340;5
2015-11-19;9,0199;11,0676;52,3077;3,5769;14,0538;213,0769;9,2308;7,3784;5
2015-11-20;8,2590;14,1756;47,5385;7,2077;18,7462;224,3846;8,1538;9,4504;5
2015-11-21;7,3437;15,9496;60,9412;8,9471;16,8235;237,3529;5,3529;10,6331;5
2015-11-22;5,6416;10,9695;53,8571;9,6714;19,5429;243,5714;6,4286;7,3130;5
2015-11-23;6,4950;14,3606;53,8462;9,6615;19,4462;258,6923;7,3846;9,5737;5
2015-11-24;5,8473;21,8243;63,0000;9,8538;16,9538;173,4615;11,5385;14,5495;5
2015-11-25;8,3308;16,6592;54,7692;8,8154;18,2769;243,0000;6,4615;11,1061;5
2015-11-26;7,9183;21,3660;54,4615;8,3385;17,9692;260,7692;5,3846;14,2440;5
2015-11-27;6,6895;20,9844;58,0769;9,1462;17,7923;230,0000;9,3077;13,9896;5
2015-11-28;7,0383;33,1984;42,1538;7,2923;21,1385;174,7692;11,1538;22,1323;5
2015-11-29;8,2570;22,5107;39,9231;10,3000;25,5692;214,5385;9,1538;15,0071;5
2015-11-30;10,1835;28,7453;48,2308;11,8077;23,5000;231,6154;5,8462;19,1635;5
2015-12-01;9,3174;25,7847;52,6923;11,9462;22,3308;233,9231;7,0769;17,1898;5
2015-12-02;9,3725;26,7477;61,2308;12,3308;20,0769;180,7692;6,4615;17,8318;5
2015-12-03;9,0785;26,8626;54,2308;11,5462;21,6231;246,0000;7,1538;17,9084;5
2015-12-04;10,7513;33,7164;45,2308;10,7385;23,9385;220,0000;8,6154;22,4776;5
2015-12-05;11,8414;31,4442;46,6923;13,4538;26,1308;256,8462;6,3846;20,9628;5
2015-12-06;8,7596;21,6172;35,0000;8,0077;25,2538;222,8462;7,9231;14,4115;5
2015-12-07;8,2092;25,0806;52,1538;12,5308;23,1769;242,4615;6,5385;16,7204;5
2015-12-08;8,6758;27,4488;42,2308;7,6231;21,6000;212,5385;10,9231;18,2992;5
2015-12-09;10,7277;36,9159;39,2500;7,7750;22,6667;206,5000;11,5833;24,6106;5
2015-12-10;7,6910;25,9451;41,3077;9,0308;23,8692;212,3077;9,6154;17,2967;5
2015-12-11;8,7845;29,3279;34,5000;5,8571;24,1357;226,3571;6,3571;19,5519;5
2015-12-12;8,7456;23,5315;40,6923;6,8538;21,6692;267,3846;6,5385;15,6877;5
2015-12-13;5,4987;18,2416;60,6154;8,6846;16,3923;143,3846;6,6154;12,1611;5
2015-12-14;5,7155;21,3440;54,9231;10,3231;19,7000;213,8462;8,6154;14,2293;5
2015-12-15;6,5776;22,2916;37,4615;6,2231;22,7231;221,4615;8,0000;14,8611;5
2015-12-16;7,4828;24,3580;42,8462;7,1615;20,8538;206,8462;6,3846;16,2387;5
2015-12-17;7,6471;34,6537;36,3077;3,3462;19,2615;203,5385;8,6154;23,1025;5
2015-12-18;6,9538;26,9057;34,8462;4,9615;22,1462;200,3846;9,6154;17,9371;5
2015-12-19;10,7640;37,5424;40,3846;8,8538;24,2538;128,4615;4,1538;25,0283;5
2015-12-20;8,9139;24,4436;44,5385;9,4000;22,5000;283,0769;6,8462;16,2957;5
2015-12-21;5,9721;17,8654;56,8462;9,6000;18,5000;230,7692;6,2308;11,9103;5
2015-12-22;6,8750;20,6418;54,9231;9,8077;19,1769;260,7692;7,0000;13,7612;5
2015-12-23;10,0661;26,6583;43,8462;6,9462;20,0385;210,6154;8,3077;17,7722;5
2015-12-24;8,6320;24,7195;34,5385;5,9615;23,4846;217,3077;9,0000;16,4797;5
2015-12-25;8,4308;22,3295;36,0000;8,2462;25,7615;248,5385;5,6154;14,8863;5
2015-12-26;8,2754;23,5031;37,3077;8,4769;25,5462;254,4615;6,5385;15,6687;5
2015-12-27;8,5416;22,5043;32,9231;7,8846;26,8385;249,0769;8,1538;15,0029;5
2015-12-28;8,6798;23,2812;39,7692;12,5769;28,0769;226,7692;10,1538;15,5208;5
2015-12-29;9,0600;23,9470;44,5385;13,3692;26,6769;258,0000;7,0000;15,9647;5
2015-12-30;13,4161;32,5254;42,4615;11,6000;25,5923;283,6923;6,1538;21,6836;5
2015-12-31;15,1961;40,3994;37,2308;10,6308;27,1385;263,7692;5,8462;26,9329;5
2016-01-01;15,3060;32,4005;56,3333;11,1958;21,4667;174,0417;5,0417;21,6003;5
2016-01-02;7,9322;21,2214;63,7917;11,0667;19,6500;207,9583;4,6250;14,1476;5
2016-01-03;7,3781;19,1383;59,5417;12,4250;21,0500;210,2917;4,6250;12,7589;5
2016-01-04;8,8388;26,7671;53,7917;10,7708;21,4375;216,8333;7,6250;17,8447;5
2016-01-05;11,9682;32,5605;48,2083;9,2625;21,7833;220,9167;7,2917;21,7070;5
2016-01-06;18,2881;43,7090;49,2500;10,0667;22,7750;168,2500;4,3750;29,1393;5
2016-01-07;14,6127;39,3474;52,8696;10,4304;20,7087;177,1739;5,9565;26,2316;5
2016-01-08;10,2983;31,4756;65,5000;12,8125;19,9000;133,5000;5,0000;20,9837;5
2016-01-09;7,8325;23,4422;62,3750;12,1958;20,3667;215,0417;4,2917;15,6281;5
2016-01-10;10,3249;25,3000;62,7083;11,4042;20,0667;209,0000;4,4167;16,8667;5
2016-01-11;8,6184;22,6275;67,0833;12,0542;18,9000;219,7917;6,1250;15,0850;5
2016-01-12;9,2217;21,3828;48,3077;10,2462;21,8615;182,8462;6,3077;14,2552;5
2016-01-13;9,4500;26,8253;61,2083;10,3542;19,6125;238,6250;5,0000;17,8835;5
2016-01-14;7,9942;22,0113;64,7500;11,2250;18,5000;203,6667;5,1250;14,6742;5
2016-01-15;7,9173;22,2842;63,3750;10,7542;18,7167;198,5417;5,0833;14,8561;5
2016-01-16;8,3197;22,4529;60,5000;11,1708;20,8250;225,8750;7,5000;14,9686;5
2016-01-17;8,2848;24,6783;51,2500;9,5583;22,0625;217,3750;9,0833;16,4522;5
2016-01-18;11,4444;30,2771;47,5000;8,6042;22,6375;227,7500;6,4167;20,1847;5
2016-01-19;18,8647;45,1843;50,0000;9,2708;21,8417;185,8333;3,7917;30,1229;5
2016-01-20;19,4163;43,5567;54,4583;10,4833;22,5417;211,3333;4,6250;29,0378;5
2016-01-21;17,5219;38,2061;59,8750;13,0375;22,0292;191,4583;6,0833;25,4707;5
2016-01-22;15,9053;26,1433;63,6667;12,8917;21,9000;226,0000;6,1667;17,4289;5
2016-01-23;14,6485;36,6774;62,6667;12,7833;20,9833;187,0833;5,0000;24,4516;5
2016-01-24;7,0006;11,9671;80,6250;14,7083;18,2708;209,9583;4,6250;7,9781;5
2016-01-25;8,4488;20,8813;72,4167;12,6750;18,3500;231,8750;5,0417;13,9209;5
2016-01-26;8,0028;22,4026;61,7917;10,7167;18,8083;202,1250;5,5833;14,9351;5
2016-01-27;5,2203;12,7633;72,9167;13,0458;18,5958;169,0833;5,6667;8,5089;5
2016-01-28;5,6392;15,4027;74,7917;15,3125;20,6125;229,7917;4,4583;10,2685;5
2016-01-29;9,5502;23,4376;63,7826;13,3870;21,2174;255,1739;4,9130;15,6251;5
2016-01-30;10,6197;27,9186;56,2083;12,3333;23,5667;219,6250;8,6250;18,6124;5
2016-01-31;15,2989;31,5118;51,8750;14,0292;25,7125;220,5417;5,7917;21,0079;5
2016-02-01;16,2464;37,7399;60,9583;14,5667;23,4750;239,5417;4,5833;25,1599;5
2016-02-02;14,6091;37,6034;67,0417;15,2333;22,2292;171,0833;4,7917;25,0689;5
2016-02-03;10,7643;28,8187;63,2500;13,7875;21,6750;235,2083;6,2917;19,2125;5
2016-02-04;11,4801;29,9565;53,2500;10,1917;20,7375;233,8750;6,4583;19,9710;5
2016-02-05;13,0354;34,7728;52,2083;9,4417;20,1958;224,5417;5,7917;23,1819;5
2016-02-06;13,7794;39,0268;54,5833;9,0125;20,0292;200,0833;3,6667;26,0179;5
2016-02-07;13,2743;31,3249;52,4583;8,3583;19,8542;207,4167;3,7917;20,8833;5
2016-02-08;13,9447;34,6450;53,9583;9,4958;20,4458;232,6250;5,0833;23,0967;5
2016-02-09;13,5491;31,2867;53,0833;10,4000;21,7500;233,1250;7,6667;20,8578;5
2016-02-10;18,8352;45,6509;58,8333;11,6500;21,2208;151,7917;4,8750;30,4339;5
2016-02-11;10,5466;28,6917;70,3333;11,4542;17,8458;220,6667;4,2500;19,1278;5
2016-02-12;13,3052;24,8308;69,3333;10,7083;17,2625;217,5417;5,1667;16,5539;5
2016-02-13;8,3384;23,2304;64,6667;10,5833;18,5500;210,0833;7,1667;15,4869;5
2016-02-14;8,9498;25,2172;50,1667;7,5583;19,0917;207,2500;10,3750;16,8115;5
2016-02-15;17,8044;33,7332;57,2917;11,4917;21,5042;215,2500;7,4167;22,4888;5
2016-02-16;14,3237;31,4979;61,7083;11,3042;19,5375;182,9583;4,0000;20,9986;5
2016-02-17;10,0181;25,7249;57,2500;9,4800;19,2600;246,7000;4,9000;17,1499;5
2016-02-18;30,8131;54,9280;66,8333;10,3917;17,4125;175,3333;4,7083;36,6187;5
2016-02-19;19,3239;39,6878;55,6250;7,9917;18,9875;219,0417;8,4167;26,4585;5
2016-02-20;13,9236;35,1886;44,2500;7,0583;20,6708;214,2083;9,0833;23,4591;5
2016-02-21;9,7643;22,2460;55,9583;12,0750;22,5125;225,7917;7,4167;14,8307;5
2016-02-22;14,0427;29,1159;58,4583;10,6000;21,1750;219,1667;6,0000;19,4106;5
2016-02-23;24,1078;40,9946;48,0000;11,3458;24,3583;211,2500;10,3750;27,3297;5
2016-02-24;17,8655;29,3175;39,6250;5,9833;21,3667;210,1667;10,2917;19,5450;5
2016-02-25;14,3680;32,1273;50,1250;6,5417;18,2500;214,2083;7,6667;21,4182;5
2016-02-26;15,8944;38,8750;53,0833;7,6167;18,3375;212,3333;10,5417;25,9167;5
2016-02-27;13,2494;30,2564;49,4583;4,4417;17,3875;215,2500;6,1667;20,1709;5
2016-02-28;8,0877;22,2317;58,8750;9,7042;19,9333;227,2083;6,7500;14,8211;5
2016-02-29;17,3038;42,2043;51,2083;7,1625;19,6958;233,5833;5,9167;28,1362;5
2016-03-01;23,5669;57,9057;45,5833;6,5000;20,8167;225,4583;5,9583;38,6038;5
2016-03-02;24,1347;57,7676;52,1667;8,4500;20,7375;153,0417;4,0833;38,5117;5
2016-03-03;25,9466;54,8932;40,0000;9,4692;25,5846;217,5385;7,4615;36,5955;5
2016-03-04;25,0007;54,4253;41,0769;9,8000;25,2077;214,6923;8,2308;36,2835;5
2016-03-05;21,1563;46,7437;41,5385;9,4692;24,1154;262,3846;5,2308;31,1625;5
2016-03-06;14,1050;36,6849;58,0769;10,9846;19,7923;237,6923;5,9231;24,4566;5
2016-03-07;14,6584;37,9586;46,6923;9,4154;22,6308;218,2308;6,3846;25,3057;5
2016-03-08;20,3636;50,2814;39,9231;8,1308;23,3923;216,0769;9,6154;33,5209;5
2016-03-09;12,6780;32,2719;46,7692;10,4769;23,5538;222,3077;7,0000;21,5146;5
2016-03-10;20,0843;53,4861;39,2308;9,3077;25,7000;240,0000;5,3077;35,6574;5
